frame,tracker,timestamp,predict_us,associate_us,update_us,create_delete_us,deduplicate_us,total_us,num_tracks,num_detections
1,object,21309.482526731,2.2799977159593254,7.089001883286983,2.635999408084899,124.36000179150142,1.591997715877369,137.95699851471,1,1
2,object,21309.506259238,44.69299892662093,117.26500088116154,35.237997508374974,3.19299942930229,0.32800016924738884,200.71699691470712,1,1
3,object,21309.532829104,70.94400280038826,225.64699975191616,82.26600039051846,6.117999873822555,0.714997440809384,385.6900002574548,1,1
4,object,21309.56011495,85.70000136387534,243.85299911955371,116.9259994640015,7.018999895080924,0.9089999366551638,454.40699977916665,1,1
5,object,21309.585598409,105.20700016058981,365.4949978226796,115.27000242494978,8.149996574502438,0.8410024747718126,594.9629994574934,1,1
6,object,21309.613131218,163.86000061174855,477.46400014148094,261.2059979583137,15.926001651678234,1.4840006770100445,919.9400010402314,1,1
7,object,21309.63592873,45.048000174574554,148.46799967926927,33.37399903102778,3.2380012271460146,0.5609981599263847,230.688998271944,1,1
8,object,21309.660291128,57.65100286225788,125.58899834402837,37.08000076585449,2.3859975044615567,0.34700133255682886,223.05300080915913,1,1
9,object,21309.687255354,79.9329973233398,243.8650008116383,100.70600183098577,6.673999450867996,0.785999873187393,431.9639992900193,1,1
10,object,21309.712069945,90.85500278160907,240.06499734241515,94.72700185142457,6.981998012633994,0.9070026862900704,433.53600267437287,1,1
11,object,21309.739658816,87.47799802222289,250.93700241995975,126.81999942287803,8.074999641394243,0.8969982445705682,474.2069977510255,1,1
12,object,21309.765362588,47.03499871538952,118.03799861809239,38.20100027951412,3.512002876959741,0.37799691199325025,207.16399740194902,1,1
13,object,21309.78949123,35.07899964461103,92.33799937646836,31.960000342223793,2.469001628924161,0.3249988367315382,162.17099982895888,1,1
14,object,21309.815666237,86.30600132164545,281.46700060460716,104.46699889143929,6.99299926054664,0.9890027286019176,480.22200280684046,1,1
15,object,21309.841849444,68.11899947933853,212.8470005118288,78.41499973437749,5.621997843263671,1.18200114229694,366.18499871110544,1,1
16,object,21309.867363066,73.95899956463836,233.8679987587966,99.72699990612455,6.59800207358785,0.771997292758897,414.92399759590626,1,1
17,object,21309.892255099,82.89000106742606,229.49299818719737,92.77200297219679,6.3019979279488325,0.8520000847056508,412.3090002394747,1,1
18,object,21309.916733065,51.82799941394478,121.79199984529987,38.35099778370932,2.9270013328641653,0.3979985194746405,215.29599689529277,1,1
