frame,tracker,timestamp,predict_us,associate_us,update_us,create_delete_us,deduplicate_us,total_us,num_tracks,num_detections
1,object,1179.631401109,1.2929999684274662,4.4720000005327165,1.1759998415072914,1.0670000847312622,0.8580000212532468,8.865999916451983,0,0
2,object,1179.652365385,1.1619999895629007,3.260000084992498,1.1469999208202353,1.0850001217477256,0.5319998308550566,7.1859999479784165,0,0
3,object,1179.674288257,0.4800001534022158,2.1139999262231868,1.0429998837935273,0.8540000635548495,0.40600002648716327,4.897000053460943,0,0
4,object,1179.696673766,0.4809999154531397,2.1790001483168453,0.785999873187393,0.7420001111313468,0.5059998784417985,4.693999926530523,0,0
5,object,1179.717825447,0.34000004234258085,2.2419999368139543,0.8679999154992402,0.604000206294586,0.27199985197512433,4.325999952925486,0,0
6,object,1179.74056273,0.6660000053670956,2.2250001165957656,0.8269998943433166,0.6929999472049531,0.5980000423733145,5.009000005884445,0,0
7,object,1179.762754135,1.1249999261053745,2.7090000003227033,0.827000121716992,0.7639998784725321,0.38999996831989847,5.8149998949375,0,0
8,object,1179.785719349,0.9290001798945013,3.015999936906155,0.8380000053875847,0.7099999947968172,0.62799995248497,6.121000069470028,0,0
9,object,1179.80686807,0.5140000212122686,2.434999942124705,0.8279998837679159,0.9000000318337698,0.37200015867711045,5.0490000376157695,0,0
10,object,1179.828412567,0.5290000899549341,2.1219998416199815,0.8590000106778461,0.6600000688194996,0.23000006876827683,4.400000079840538,0,0
11,object,1179.851038559,1.2129999049648177,3.0600001537095523,1.0599999313853914,1.0230000953015406,0.6749999101884896,7.0309999955497915,0,0
12,object,1179.873276793,0.5990000317979138,2.0259999473637436,0.8309998520417139,0.6700001904391684,0.6999998731771484,4.825999894819688,0,0
13,object,1179.895016701,1.3559999842982506,3.012999968632357,0.8950000847107731,0.7300000106624793,0.6619998202950228,6.655999868598883,0,0
14,object,1179.916763749,0.577000037083053,1.871999984359718,0.8340000476891873,0.7599999207741348,0.5580000106419902,4.601000000548083,0,0
15,object,1179.938662465,1.0659998679329874,3.150000111418194,1.1949998679483542,0.7890000688348664,0.580000005356851,6.779999921491253,0,0
16,object,1179.961352878,1.0629998996591894,2.8750000637955964,0.9840000529948156,0.7139999524952145,0.40500003706256393,6.04100000600738,0,0
17,object,1179.982905694,0.4749999789055437,1.877999920907314,0.7700000423938036,0.6469999789260328,0.32100001590151805,4.090999937034212,0,0
18,object,1180.004985575,0.5669999154633842,1.8910000108007807,1.0060000477096764,0.7369999366346747,0.5140000212122686,4.714999931820785,0,0
19,object,1180.027334425,1.1320000794512453,2.798999958031345,0.8530000741302501,0.7239998467412079,0.37500012695090845,5.883000085304957,0,0
20,object,1180.050284648,0.5380002221500035,2.185999846915365,0.9150001005764352,0.9420000424142927,0.4019998414150905,4.983000053471187,0,0
21,object,1180.073648892,0.9600000794307562,2.946999984487775,0.9590000900061568,0.8949998573370976,0.5130000317876693,6.274000043049455,0,0
22,object,1180.095657005,0.7769999683659989,2.742000106081832,1.1299998732283711,0.8370000159629853,0.6259999736357713,6.111999937274959,0,0
23,object,1180.117466019,0.7410001217067474,2.282999957969878,0.737999926059274,0.7810001534380717,0.4459998308448121,4.988999990018783,0,0
24,object,1180.140035009,0.5719998625863809,2.4820001272019,0.957999873207882,0.6600000688194996,0.571000100535457,5.243000032351119,0,0
25,object,1180.162211747,1.086000111172325,2.7680000584950903,1.1180000001331791,0.7510000159527408,0.45199999476608355,6.175000180519419,0,0
26,object,1180.184647879,0.5079998572909972,2.159000132451183,1.0149999525310704,0.6469999789260328,0.3800000740739051,4.708999995273189,0,0
27,object,1180.206326919,0.6809998467360856,2.384000026722788,0.9960001534636831,0.7459998414560687,0.4510000053414842,5.2579998737201095,0,0
28,object,1180.228283738,0.33199989957211073,1.6349999896192458,0.8829999842419056,0.687000010657357,0.4339999577496201,3.9709998418402392,0,0
29,object,1180.250286572,0.4720000106317457,2.3779998628015164,0.8690001322975149,0.6809998467360856,0.47600019570381846,4.876000048170681,0,0
30,object,1180.272077049,0.5899998996028444,2.414000164208119,0.687000010657357,0.7579999419249361,0.37299992072803434,4.821999937121291,0,0
31,object,1180.294234995,0.6660000053670956,2.0110001059947535,0.8189999789465219,0.5899998996028444,0.4010000793641666,4.487000069275382,0,0
32,object,1180.317049494,0.8100000741251279,3.2339999052055646,0.836000026538386,0.9810000847210176,0.46699983613507356,6.32799992672517,0,0
33,object,1180.337992327,0.8230001640185947,1.8859998363041086,0.6340001164062414,0.6089999260439072,0.3550001110852463,4.307000153858098,0,0
34,object,1180.361055066,0.8800000159681076,2.62100002146326,0.8009999419300584,0.740999894333072,0.6889999895065557,5.731999863201054,0,0
35,object,1180.38292887,0.5100000635138713,1.7469999420427484,0.7480000476789428,0.6909999683557544,0.3820000529231038,4.078000074514421,0,0
36,object,1180.406873651,0.8749998414714355,2.6690001959650544,1.0859998837986495,0.7529999948019395,0.5350000265025301,5.917999942539609,0,0
37,object,1180.429998155,0.7020000794000225,6.6769998738891445,0.8500001058564521,0.898999815035495,0.37800009522470646,9.50599996940582,0,0
38,object,1180.451631051,1.06199991023459,2.688999984457041,0.8199999683711212,0.7380001534329494,0.49300001592200715,5.802000032417709,0,0
39,object,1180.47356234,0.6730001587129664,2.5439999262744095,0.9759999102243455,0.9520001640339615,0.6529999154736288,5.798000074719312,0,0
40,object,1180.49625478,1.1739998626580928,3.3060000532714184,1.1330000688758446,0.9729999419505475,0.8530000741302501,7.439000000886153,0,0
41,object,1180.517278773,0.7389999154838733,2.4620001113362378,0.9099999260797631,0.8730000899959123,0.35399989428697154,5.337999937182758,0,0
42,object,1180.540650607,0.7609999101987341,2.74500007435563,0.8849999630911043,0.7740000000922009,0.377999867851031,5.542999815588701,0,0
43,object,1180.561342785,0.7649998678971315,2.1939999896858353,0.7660000846954063,0.6650000159424962,0.29199986784078646,4.681999826061656,0,0
44,object,1180.583370531,0.6250002115848474,2.5729998469614657,1.1920001270482317,0.8819999948173063,0.5059998784417985,5.7780000588536495,0,0
45,object,1180.604931729,0.5899998996028444,2.3109998892323347,0.8820002221909817,0.6769998890376883,0.35099992601317354,4.810999826077023,0,0
46,object,1180.627904941,0.943000031838892,2.8550000479299342,1.3379999472817872,0.8409999736613827,0.41699991015775595,6.393999910869752,0,0
47,object,1180.650234166,1.1049999102397123,3.311000000394415,1.5960001746861963,1.1199999789823778,0.4629998784366762,7.594999942739378,0,0
48,object,1180.672073495,0.51200004236307,2.3550001060357317,0.988000010693213,0.7969999842316611,0.3369998466951074,4.988999990018783,0,0
49,object,1180.693115627,0.38600001062150113,1.4120000741968397,0.7500000265281415,0.5699998837371822,0.23999996301427018,3.3579999580979347,0,0
50,object,1180.714809497,0.5960000635241158,2.333999873371795,0.8980000529845711,0.782999904913595,0.44300008994468953,5.053999984738766,0,0
51,object,1180.735760187,0.6440000106522348,2.6019999950221973,0.9099999260797631,0.7809999260643963,0.5189999683352653,5.455999826153857,0,0
52,object,1180.757100274,0.6129998837423045,2.2330000319925603,1.2250000054336851,0.7129999630706152,0.5019999207434012,5.285999804982566,0,0
53,object,1180.778108918,0.6029999894963112,2.392999931544182,1.0349999683967326,0.8460001481580548,0.6459999895014334,5.523000027096714,0,0
54,object,1180.800892226,2.686000016183243,7.866999794714502,2.190000031987438,2.2410001747630304,0.8749998414714355,15.858999859119649,0,0
55,object,1180.82289753,2.20199990508263,6.7630001012730645,1.9089998204435688,1.7970000953937415,0.9769998996489448,13.64799982184195,0,0
56,object,1180.846643749,0.720000116416486,1.8959999579237774,0.8239999260695186,0.6570001005457016,0.5679999048879836,4.665000005843467,0,0
57,object,1180.870697666,1.931000042532105,4.836999778490281,2.003000190597959,1.8189998627349269,1.018000148178544,11.608000022533815,0,0
58,object,1180.894544212,0.6440000106522348,2.553000058469479,0.8549998256057734,0.7150001692934893,0.5079998572909972,5.274999921311974,0,0
59,object,1180.915854099,0.7940000159578631,2.5189999632857507,1.0549999842623947,0.72900002123788,0.363000026482041,5.4600000112259295,0,0
60,object,1180.937874384,0.8199999683711212,2.516999984436552,0.7510000159527408,0.6550001216965029,0.37599988900183234,5.118999979458749,0,0
61,object,1180.958981011,0.740999894333072,2.3860000055719865,0.8919998890632996,0.7840001217118697,0.4070000159117626,5.2099999265919905,0,0
62,object,1180.980915939,0.6080001639929833,1.9579999843699625,0.9870000212686136,0.6939999366295524,0.4809999154531397,4.7280000217142515,0,0
63,object,1181.001827404,0.4919997991237324,2.0050001694471575,0.883999973666505,0.8229999366449192,0.33700007406878285,4.540999952951097,0,0
64,object,1181.023592979,0.41300017983303405,2.0249999579391442,0.9059999683813658,0.6719999419146916,0.4420001005200902,4.458000148588326,0,0
65,object,1181.045238567,1.0689998362067854,3.0410001272684895,1.137000026574242,0.948999968386488,0.72900002123788,6.924999979673885,0,0
66,object,1181.068659813,0.48799984142533503,2.2700000954500865,0.9309999313700246,0.8310000794153893,0.4470000476430869,4.966999995303922,0,0
67,object,1181.089294264,0.4599999101628782,1.9809999685094226,0.7979999736562604,0.5880001481273212,0.47100002120714635,4.298000021663029,0,0
68,object,1181.111527583,0.9030000001075678,2.373999905103119,0.8680001428729156,0.7329999789362773,0.45499996303988155,5.332999990059761,0,0
69,object,1181.132349894,0.4480000370676862,2.103999804603518,0.8890001481631771,0.5969998255750397,0.4960002115694806,4.534000026978902,0,0
70,object,1181.155867235,0.7920000371086644,2.556000026743277,1.0450000900164014,0.8199999683711212,0.5099998361401958,5.72299995837966,0,0
71,object,1181.180832025,1.1419999736972386,2.882999979192391,0.7720000212430023,0.7420001111313468,0.38400003177230246,5.923000117036281,0,0
72,object,1181.203036851,0.49300001592200715,2.3049999526847387,1.4320000900625018,0.7209998784674099,0.40200006878876593,5.3530000059254235,0,0
73,object,1181.224405256,0.827000121716992,3.2119999104907038,1.1380000159988413,0.8889999207895016,0.3760001163755078,6.4420000853715464,0,0
74,object,1181.248465548,0.36999995245423634,1.5670000266254647,0.8879999313649023,0.7670000741200056,0.49000004764820915,4.082000032212818,0,0
75,object,1181.270554227,1.1800000265793642,2.787999846987077,0.8910001270123757,0.9799998679227429,0.5440001586975995,6.383000027199159,0,0
76,object,1181.293035596,0.7179999101936119,1.7860002117231488,0.8039999102038564,0.6610000582440989,0.4149999313085573,4.384000021673273,0,0
77,object,1181.315731691,0.9469999895372894,2.6989998787030345,0.7169999207690125,0.6470002062997082,0.377999867851031,5.387999863160076,0,0
78,object,1181.339037086,0.520999947184464,2.4130001747835195,0.8689999049238395,0.7630001164216083,0.4619998890120769,5.028000032325508,0,0
79,object,1181.360955986,0.8050001270021312,2.9230000109237153,0.9479999789618887,0.6899999789311551,0.3969998942920938,5.762999990110984,0,0
80,object,1181.383019122,0.4349999471742194,1.702000190562103,0.8769998203206342,0.6740001481375657,0.5459999101731228,4.234000016367645,0,0
81,object,1181.40404108,0.7219998678920092,2.06300001082127,0.9320001481682993,0.6209997991390992,0.35300013223604765,4.690999958256725,0,0
82,object,1181.425831316,0.6269999630603706,2.578000021458138,1.097999984267517,0.7779999577905983,0.40200006878876593,5.48299999536539,0,0
83,object,1181.446371699,0.52699988373206,2.0750001112901373,0.8049998996284558,0.7999999525054591,0.3760001163755078,4.58299996353162,0,0
