frame,tracker,timestamp,predict_us,associate_us,update_us,create_delete_us,deduplicate_us,total_us,num_tracks,num_detections
1,object,1348.20274058,1.2860000424552709,3.95500001104665,1.889000031951582,72.28000004033674,0.5629999577649869,79.97300008355523,1,1
2,object,1348.213470452,135.2010001482995,185.57799990048807,38.41100010504306,3.2559998999204254,0.4319999789004214,362.87800003265147,1,1
3,object,1348.243203327,45.70800001602038,114.1790000929177,31.91599989804672,2.5639999421400717,0.36400001590664033,194.73099996503151,1,1
4,object,1348.27165129,116.99500009854091,378.56399990232603,185.8870000432944,12.30800012308464,1.6139999843289843,695.368000151575,1,1
5,object,1348.298719105,88.7920000423037,284.60099997573707,124.22200006767525,8.164000064425636,1.244000031874748,507.0230001820164,1,1
6,object,1348.323635134,73.57000004049041,202.42400000825,83.12299996759975,5.500000042957254,14.80300011280633,379.42000017210376,1,1
7,object,1348.349612121,77.85299999341078,203.95399997141794,92.24699988408247,5.715000042982865,0.6740001481375657,380.4430000400316,1,1
8,object,1348.375559888,84.56299997305905,232.87099998015037,99.86300005948578,6.588999895029701,1.1740000900317682,425.0599999977567,1,1
9,object,1348.402116538,100.53000005427748,443.3689998677437,99.24400001182221,6.772999995519058,1.2000000424450263,651.1159999718075,1,1
10,object,1348.427192633,85.09500003128778,233.95399989567522,108.93200010286819,7.330000016736449,1.0989999736921163,436.41000002025976,1,1
11,object,1348.455346129,43.8150000263704,102.83500000696222,30.748999961360823,2.702000074350508,0.4480000370676862,180.54900010611163,1,1
12,object,1348.48415232,40.29000001537497,102.7359999170585,32.46300002501812,2.691999952730839,0.45499996303988155,178.63599987322232,1,1
13,object,1348.511639813,29.646999792021234,82.08000008380623,28.020999934597057,1.9830001747322967,0.27599980967352167,142.00699979483034,1,1
14,object,1348.536802347,41.04399999960151,91.38099994743243,24.52800003993616,2.1490000108315144,0.27700002647179645,159.3790000242734,1,1
15,object,1348.562854645,39.136999930633465,113.99100003472995,29.045000019323197,2.328999926248798,0.27999999474559445,184.781999905681,1,1
16,object,1348.586783955,38.702999972883845,105.8949999332981,38.27299997283262,2.556000026743277,0.3000000106112566,185.7269999163691,1,1
