frame,tracker,timestamp,predict_us,associate_us,update_us,create_delete_us,total_us,num_tracks,num_detections
1,object,23979.327323647,1.5749974409118295,2.926000888692215,1.287000486627221,64.40899960580282,70.19699842203408,1,1
2,object,23979.356516022,83.67800182895735,153.95299851661548,31.95099998265505,7.329999789362773,276.91200011759065,1,1
3,object,23979.379835255,63.032999605638906,140.17600187798962,46.454999392153695,3.1579984351992607,252.82199931098148,1,1
4,object,23979.404477007,103.05199975846335,148.31600128673017,50.99299960420467,4.402998456498608,306.7639991058968,1,1
5,object,23979.431445073,44.126998545834795,92.33400123775937,25.530996936140582,2.9100010578986257,164.90199777763337,1,1
6,object,23979.458216342,47.88700243807398,95.73100032866932,27.94199826894328,3.058001311728731,174.6180023474153,1,1
7,object,23979.48602765,44.160999095765874,90.5720007722266,26.288998924428597,3.221000952180475,164.24299974460155,1,1
8,object,23979.512498618,63.82899664458819,124.3050028278958,27.844998840009794,3.908000508090481,219.88699882058427,1,1
9,object,23979.536720143,44.212996726855636,89.0240007720422,28.156999178463593,3.3760006772354245,164.76999735459685,1,1
10,object,23979.562278063,74.47299867635593,120.09599959128536,42.689000110840425,3.983001079177484,241.2409994576592,1,1
11,object,23979.586833579,57.73999873781577,96.81099982117303,45.00300201470964,4.450997948879376,204.0049985225778,1,1
12,object,23979.613270467,49.42499799653888,188.5230012703687,31.723000574856997,5.087997124064714,274.7589969658293,1,1
13,object,23979.638464784,69.21000021975487,154.85800031456165,45.017000957159325,4.7100002120714635,273.7950017035473,1,1
14,object,23979.663454254,77.34199971309863,108.43299969565123,24.1899979300797,3.068002115469426,213.032999454299,1,1
15,object,23979.68858166,49.976999434875324,114.63099872344173,40.41099964524619,4.5960005081724375,209.6149983117357,1,1
16,object,23979.713066419,71.05799886630848,116.42300160019659,30.57799767702818,3.336001100251451,221.3949992437847,1,1
17,object,23979.738589766,44.11800182424486,90.08199776872061,25.8979998761788,3.2910029403865337,163.3890024095308,1,1
18,object,23979.764544631,50.411999836796895,224.79199833469465,33.86200114618987,6.733000191161409,315.7989995088428,1,1
19,object,23979.788760984,69.7959985700436,122.44800018379465,35.730001400224864,5.186000635148957,233.16000078921206,1,1
20,object,23979.813190564,85.50300117349252,141.45499881124124,31.89799826941453,3.7800018617417663,262.63600011589006,1,1
21,object,23979.837918098,102.48800026602112,248.5249970050063,66.36500256718136,14.257999282563105,431.6359991207719,1,1
22,object,23979.86233855,71.73999983933754,125.40000170702115,33.11199907329865,3.7239988159853965,233.97599943564273,1,1
23,object,23979.888437146,440.3139973874204,235.756000620313,45.83000190905295,6.177000614115968,728.0770005309023,1,1
24,object,23979.911645631,96.97000132291578,97.77599916560575,26.424997486174107,2.6370034902356565,223.8080014649313,1,1
25,object,23979.936914105,53.64699973142706,112.99999823677354,28.820999432355165,3.54500298271887,199.01300038327463,1,1
26,object,23979.963584937,122.77900168555789,116.21299927355722,29.539001843659207,2.920998667832464,271.4520014706068,1,1
27,object,23979.987959618,143.79999993252568,151.64900105446577,26.162997528444976,3.392000508029014,325.00399902346544,1,1
28,object,23980.013252056,47.02400110545568,85.58300032746047,24.52199987601489,3.0999981390777975,160.22899944800884,1,1
29,object,23980.042582352,73.39699732256122,160.88200209196657,25.453999114688486,3.525998181430623,263.2589967106469,1,1
30,object,23980.066383144,44.81900032260455,97.05200136522762,27.841997507493943,3.107001248281449,172.82000044360757,1,1
31,object,23980.092219487,39.529000787297264,84.534000052372,22.467000235337764,2.7280002541374415,149.25800132914446,1,1
32,object,23980.117244954,46.20199979399331,87.34700168133713,26.162000722251832,2.9909970180597156,162.701999215642,1,1
33,object,23980.142323758,45.777000195812434,109.20900240307674,30.691997380927205,3.9420010580215603,189.62000103783794,1,1
34,object,23980.170099645,98.11299969442189,149.69699986977503,36.974997783545405,4.53100074082613,289.31599808856845,1,1
35,object,23980.19408367,94.84899783274159,158.39700063224882,41.196999518433586,4.387002263683826,298.8300002471078,1,1
36,object,23980.219823526,70.44700032565743,148.34999819868244,49.15600220556371,6.382000719895586,274.33500144979917,1,1
37,object,23980.244319239,37.77400343096815,80.44399874052033,23.180000425782055,2.2509993868879974,143.64900198415853,1,1
38,object,23980.269026594,105.87300130282529,142.9069998266641,32.71400055382401,3.730998287210241,285.22499997052364,1,1
39,object,23980.296797939,58.36499985889532,126.10499834408984,43.160001951036975,8.020997483981773,235.6509976380039,1,1
40,object,23980.320633723,42.077997932210565,110.14200208592229,26.78099917829968,4.221001290716231,183.22200048714876,1,1
41,object,23980.346443882,43.28199793235399,84.02300227317028,25.05899828975089,2.5660010578576475,154.9299995531328,1,1
42,object,23980.372865044,67.10500019835308,149.39399989088997,32.28599962312728,3.6660021578427404,252.45100187021308,1,1
43,object,23980.39755396,56.379998568445444,178.55000260169618,39.391998143401,6.170001142891124,280.49200045643374,1,1
44,object,23980.426248097,47.6909990538843,137.79000073554926,30.72300023632124,4.120000085094944,220.32400011084974,1,1
45,object,23980.450625416,165.92400061199442,157.23499745945446,38.043002859922126,3.6799974623136222,364.8819983936846,1,1
46,object,23980.474692254,43.40699888416566,79.37000191304833,24.061999283730984,2.9949987947475165,149.8339988756925,1,1
47,object,23980.500240273,71.86500079114921,119.17799929506145,25.86200207588263,3.0669980333186686,219.97200019541197,1,1
48,object,23980.524295277,44.303000322543085,85.99600187153555,24.359000235563144,2.716999006224796,157.37500143586658,1,1
49,object,23980.551492301,62.94699778663926,99.93999992730096,26.50600072229281,3.6419987736735493,193.03499720990658,1,1
50,object,23980.576802836,94.49500066693872,204.81799947447143,33.87399920029566,4.303001333028078,337.4900006747339,1,1
51,object,23980.601631498,45.32999810180627,88.60100206220523,24.622000637464225,2.586999471532181,161.1400002730079,1,1
52,object,23980.627526446,45.69200245896354,97.25899872137234,27.223999495618045,3.82100188289769,173.99600255885161,1,1
53,object,23980.651392374,45.049000618746504,150.96100105438381,71.8039991625119,8.02000067778863,275.83400151343085,1,1
54,object,23980.679905218,164.02199980802834,224.4380011688918,45.56299973046407,5.134999810252339,439.15800051763654,1,1
55,object,23980.702420561,89.16699880501255,162.36300143646076,37.78500104090199,4.118999640922993,293.4340009232983,1,1
56,object,23980.726561096,91.72100180876441,211.59500101930462,51.76599734113552,6.051002856111154,361.1330030253157,1,1
57,object,23980.751934061,37.377998523879796,101.78600132348947,39.045000448822975,6.688998837489635,184.89799913368188,1,1
58,object,23980.775626228,44.858999899588525,183.20199887966737,72.97399861272424,7.626000297022983,308.6609976890031,1,1
59,object,23980.798805587,38.64899917971343,79.85800039023161,24.863998987711966,2.3600005079060793,145.73099906556308,1,1
